,cluster
23870,1
23871,0
23872,1
23873,1
23874,1
23875,1
23876,0
23877,1
23878,1
23879,1
23880,1
23881,0
23882,1
23883,0
23884,1
23885,0
23886,0
23887,0
23888,1
23889,0
23890,1
23891,0
23892,1
23893,1
23894,1
23895,1
23896,0
23897,1
23898,1
23899,0
23900,1
23901,0
23902,1
23903,0
23904,0
23905,1
23906,1
23907,1
23908,1
23909,0
23910,0
23911,1
23912,1
23913,0
23914,0
23915,1
23916,0
23917,0
23918,1
23919,0
23920,1
23921,1
23922,0
23923,0
23924,1
23925,1
23926,0
23927,1
23928,1
23929,1
23930,0
23931,0
23932,0
23933,0
23934,1
23935,1
23936,1
23937,1
23938,1
23939,1
23940,0
23941,1
23942,1
23943,0
23944,0
23945,0
23946,1
23947,0
23948,0
23949,1
23950,0
23951,0
23952,1
23953,0
23954,0
23955,0
23956,0
23957,1
23958,1
23959,1
23960,1
23961,0
23962,1
23963,1
23964,1
23965,1
23966,1
23967,0
23968,0
23969,0
23970,1
23971,0
23972,1
23973,1
23974,1
23975,0
23976,0
23977,0
23978,0
23979,0
23980,1
23981,1
23982,1
23983,0
23984,1
23985,0
23986,0
23987,0
23988,1
23989,0
23990,1
23991,0
23992,0
23993,0
23994,0
23995,0
23996,1
23997,0
23998,0
23999,1
24000,1
24001,1
24002,0
24003,1
24004,1
24005,0
24006,1
24007,1
24008,1
24009,1
24010,1
24011,1
24012,0
24013,0
24014,1
24015,0
24016,1
24017,0
24018,0
24019,1
24020,0
24021,0
24022,1
24023,0
24024,0
24025,0
24026,0
24027,1
24028,1
24029,0
24030,0
24031,1
24032,0
24033,1
24034,1
24035,1
24036,0
24037,0
24038,0
24039,0
24040,0
24041,1
24042,0
24043,1
24044,1
24045,0
24046,0
24047,0
24048,1
24049,1
24050,0
24051,1
24052,0
24053,1
24054,1
24055,0
24056,0
24057,1
24058,1
24059,0
24060,0
24061,1
24062,0
24063,1
24064,1
24065,0
24066,1
24067,0
24068,1
24069,1
24070,0
24071,1
24072,0
24073,0
24074,1
24075,0
24076,1
24077,0
24078,0
24079,0
24080,1
24081,0
24082,1
24083,1
24084,1
24085,1
24086,0
24087,0
24088,0
24089,0
24090,1
24091,1
24092,1
24093,1
24094,1
24095,1
24096,1
24097,0
24098,1
24099,1
24100,0
24101,1
24102,0
24103,1
24104,0
24105,0
24106,1
24107,1
24108,0
24109,0
24110,0
24111,0
24112,0
24113,1
24114,1
24115,0
24116,0
24117,1
24118,1
24119,0
24120,0
24121,0
24122,1
24123,0
24124,0
24125,0
24126,0
24127,1
24128,1
24129,0
24130,0
24131,1
24132,1
24133,1
24134,1
24135,1
24136,0
24137,1
24138,0
24139,0
24140,1
24141,1
24142,1
24143,0
24144,1
24145,1
24146,1
24147,0
24148,1
24149,1
24150,0
24151,0
24152,1
24153,1
24154,1
24155,0
24156,1
24157,0
24158,0
24159,1
24160,1
24161,1
24162,1
24163,1
24164,0
24165,0
24166,1
24167,0
24168,1
24169,1
24170,1
24171,0
24172,1
24173,0
24174,1
24175,1
24176,1
24177,0
24178,1
24179,0
24180,0
24181,0
24182,1
24183,1
24184,1
24185,1
24186,0
24187,0
24188,1
24189,0
24190,0
24191,1
24192,0
24193,1
24194,1
24195,1
24196,1
24197,1
24198,0
24199,0
24200,1
24201,1
24202,0
24203,0
24204,0
24205,1
24206,0
24207,0
24208,0
24209,0
24210,1
24211,0
24212,1
24213,1
24214,0
24215,0
24216,1
24217,0
24218,0
24219,0
24220,1
24221,1
24222,0
24223,0
24224,0
24225,1
24226,0
24227,1
24228,0
24229,0
24230,0
24231,0
24232,0
24233,1
24234,0
24235,0
24236,1
24237,0
24238,1
24239,0
24240,0
24241,1
24242,1
24243,0
24244,0
24245,0
24246,0
24247,0
24248,1
24249,1
24250,0
24251,0
24252,0
24253,0
24254,0
24255,1
24256,0
24257,1
24258,1
24259,1
24260,1
24261,1
24262,0
24263,1
24264,1
24265,1
24266,1
24267,1
24268,1
24269,1
24270,1
24271,1
24272,0
24273,0
24274,1
24275,1
24276,1
24277,0
24278,1
24279,1
24280,1
24281,1
24282,0
24283,1
24284,1
24285,0
24286,1
24287,1
24288,1
24289,1
24290,1
24291,1
24292,1
24293,1
24294,1
24295,1
24296,0
24297,1
24298,0
24299,0
24300,1
24301,1
24302,1
24303,1
24304,0
24305,0
24306,1
24307,1
24308,0
24309,1
24310,0
24311,0
24312,0
24313,1
24314,1
24315,0
24316,1
24317,1
24318,1
24319,0
24320,0
24321,1
24322,0
24323,0
24324,0
24325,0
24326,0
24327,0
24328,0
24329,1
24330,0
24331,1
24332,0
24333,1
24334,0
24335,0
24336,0
24337,0
24338,0
24339,1
24340,0
24341,1
24342,1
24343,1
24344,0
24345,0
24346,0
24347,1
24348,0
24349,1
24350,1
24351,0
24352,1
24353,0
24354,1
24355,1
24356,1
24357,0
24358,1
24359,0
24360,0
24361,1
24362,1
24363,0
24364,1
24365,1
24366,0
24367,1
24368,0
24369,0
24370,1
24371,1
24372,0
24373,0
24374,0
24375,0
24376,1
24377,0
24378,1
24379,0
24380,0
24381,0
24382,1
24383,0
24384,0
24385,0
24386,1
24387,1
24388,0
24389,1
24390,1
24391,1
24392,0
24393,0
24394,0
24395,1
24396,1
24397,0
24398,0
24399,0
24400,1
24401,0
24402,0
24403,1
24404,1
24405,0
24406,1
24407,1
24408,1
24409,0
24410,1
24411,0
24412,1
24413,1
24414,1
24415,1
24416,1
24417,1
24418,0
24419,1
24420,0
24421,1
24422,0
24423,0
24424,0
24425,0
24426,1
24427,0
24428,1
24429,1
24430,1
24431,0
24432,0
24433,1
24434,1
24435,1
24436,0
24437,0
24438,0
24439,1
24440,0
24441,0
24442,0
24443,0
24444,0
24445,1
24446,0
24447,1
24448,1
24449,1
24450,0
24451,1
24452,0
24453,0
24454,0
24455,0
24456,0
24457,1
24458,0
24459,0
24460,0
24461,0
24462,0
24463,0
24464,1
24465,0
24466,1
24467,1
24468,0
24469,0
24470,0
24471,1
24472,0
24473,0
24474,0
24475,1
24476,0
24477,1
24478,0
24479,0
24480,1
24481,1
24482,0
24483,1
24484,0
24485,0
24486,0
24487,0
24488,0
24489,0
24490,1
24491,0
24492,0
24493,1
24494,1
24495,1
24496,1
24497,0
24498,1
24499,1
24500,0
24501,0
24502,0
24503,0
24504,0
24505,1
24506,0
24507,0
24508,0
24509,1
24510,1
24511,0
24512,1
24513,0
24514,0
24515,0
24516,1
24517,0
24518,1
24519,1
24520,0
24521,0
24522,1
24523,1
24524,1
24525,1
24526,1
24527,0
24528,1
24529,0
24530,0
24531,0
24532,1
24533,1
24534,1
24535,0
24536,0
24537,1
24538,1
24539,0
24540,1
24541,0
24542,0
24543,0
24544,0
24545,1
24546,1
24547,1
24548,1
24549,0
24550,0
24551,0
24552,0
24553,0
24554,0
24555,1
24556,1
24557,0
24558,0
24559,1
24560,0
24561,0
24562,0
24563,0
24564,0
24565,1
24566,0
24567,1
24568,0
24569,1
24570,0
24571,1
24572,0
24573,1
24574,0
24575,0
24576,1
24577,1
24578,0
24579,0
24580,0
24581,1
24582,0
24583,1
24584,1
24585,0
24586,0
24587,1
24588,0
24589,0
24590,0
24591,1
24592,1
24593,1
24594,0
24595,1
24596,1
24597,0
24598,1
24599,0
24600,1
24601,0
24602,0
24603,1
24604,1
24605,1
24606,0
24607,0
24608,1
24609,1
24610,0
24611,0
24612,0
24613,0
24614,1
24615,0
24616,1
24617,0
24618,0
24619,1
24620,1
24621,0
24622,0
24623,1
24624,1
24625,0
24626,0
24627,1
24628,1
24629,0
24630,0
24631,1
24632,1
24633,1
24634,0
24635,1
24636,1
24637,1
24638,1
24639,1
24640,1
24641,0
24642,0
24643,0
24644,0
24645,1
24646,0
24647,1
24648,0
24649,0
24650,0
24651,1
24652,0
24653,0
24654,1
24655,1
24656,1
24657,1
24658,0
24659,0
24660,1
24661,1
24662,1
24663,0
24664,1
24665,1
24666,1
24667,1
24668,0
24669,1
24670,0
24671,1
24672,0
24673,0
24674,1
24675,0
24676,1
24677,0
24678,0
24679,1
24680,1
24681,1
24682,1
24683,0
24684,1
24685,1
24686,1
24687,0
24688,1
24689,1
24690,1
24691,1
24692,1
24693,0
24694,0
24695,1
24696,0
24697,1
24698,1
24699,0
24700,0
24701,1
24702,0
24703,1
24704,0
24705,0
24706,0
24707,0
24708,1
24709,0
24710,0
24711,0
24712,1
24713,0
24714,0
24715,0
24716,0
24717,0
24718,1
24719,0
24720,0
24721,1
24722,1
24723,0
24724,0
24725,0
24726,1
24727,0
24728,0
24729,1
24730,0
24731,1
24732,1
24733,1
24734,1
24735,0
24736,1
24737,1
24738,0
24739,1
24740,0
24741,1
24742,0
24743,1
24744,1
24745,1
24746,1
24747,0
24748,0
24749,0
24750,1
24751,0
24752,0
24753,1
24754,0
24755,0
24756,1
24757,0
24758,0
24759,0
24760,0
24761,1
24762,0
24763,0
24764,0
24765,0
24766,1
24767,0
24768,0
24769,1
24770,1
24771,1
24772,1
24773,1
24774,0
24775,1
24776,1
24777,1
24778,1
24779,1
24780,1
24781,0
24782,0
24783,1
24784,0
24785,1
24786,0
24787,1
24788,1
24789,1
24790,0
24791,1
24792,1
24793,1
24794,0
24795,0
24796,1
24797,1
24798,0
24799,0
24800,0
24801,0
24802,1
24803,1
24804,0
24805,0
24806,1
24807,1
24808,0
24809,0
24810,0
24811,1
24812,0
24813,0
24814,0
24815,0
24816,0
24817,1
24818,0
24819,0
24820,0
24821,0
24822,0
24823,1
24824,0
24825,0
24826,0
24827,0
24828,1
24829,0
24830,1
24831,1
24832,0
24833,1
24834,1
24835,1
24836,1
24837,0
24838,0
24839,0
24840,0
24841,0
24842,1
24843,1
24844,0
24845,1
24846,0
24847,0
24848,0
24849,1
24850,0
24851,0
24852,1
24853,0
24854,0
24855,0
24856,0
24857,0
24858,1
24859,0
24860,1
24861,0
24862,1
24863,0
24864,0
24865,0
24866,0
24867,0
24868,0
24869,0
24870,0
24871,1
24872,1
24873,1
24874,0
24875,1
24876,0
24877,1
24878,1
24879,0
24880,1
24881,0
24882,0
24883,1
24884,0
24885,0
24886,0
24887,1
24888,0
24889,1
24890,0
24891,1
24892,1
24893,1
24894,1
24895,0
24896,0
24897,1
24898,1
24899,0
24900,0
24901,1
24902,1
24903,1
24904,1
24905,1
24906,0
24907,1
24908,0
24909,0
24910,0
24911,0
24912,1
24913,1
24914,1
24915,1
24916,1
24917,1
24918,0
24919,0
24920,0
24921,1
24922,0
24923,1
24924,1
24925,1
24926,1
24927,1
24928,0
24929,0
24930,1
24931,1
24932,0
24933,0
24934,0
24935,0
24936,0
24937,0
24938,1
24939,1
24940,1
24941,1
24942,1
24943,0
24944,1
24945,1
24946,0
24947,1
24948,0
24949,0
24950,0
24951,1
24952,1
24953,0
24954,0
24955,0
24956,1
24957,0
24958,1
24959,0
24960,0
24961,1
24962,0
24963,1
24964,0
24965,0
24966,0
24967,1
24968,0
24969,0
24970,0
24971,1
24972,1
24973,0
24974,1
24975,1
24976,0
24977,1
24978,1
24979,1
24980,1
24981,1
24982,1
24983,0
24984,1
24985,0
24986,0
24987,1
24988,0
24989,0
24990,1
24991,1
24992,1
24993,0
24994,0
24995,1
24996,1
24997,1
24998,1
24999,1
25000,0
25001,0
25002,1
25003,0
25004,1
25005,0
25006,0
25007,0
25008,1
25009,0
25010,0
25011,1
25012,1
25013,0
25014,1
25015,0
25016,0
25017,0
25018,0
25019,0
25020,1
25021,1
25022,1
25023,0
25024,1
25025,1
25026,1
25027,0
25028,1
25029,1
25030,0
25031,0
25032,0
25033,0
25034,0
25035,1
25036,1
25037,0
25038,1
25039,1
25040,0
25041,0
25042,0
25043,1
25044,1
25045,1
25046,0
25047,1
25048,1
25049,0
25050,1
25051,1
25052,1
25053,0
25054,0
25055,1
25056,1
25057,0
25058,1
25059,0
25060,1
25061,1
25062,1
25063,0
25064,1
25065,0
25066,1
25067,0
25068,1
25069,1
25070,0
25071,0
25072,0
25073,1
25074,0
25075,1
25076,0
25077,0
25078,1
25079,1
25080,0
25081,1
25082,0
25083,0
25084,1
25085,0
25086,0
25087,0
25088,1
25089,0
25090,1
25091,0
25092,0
25093,0
25094,1
25095,0
25096,0
25097,0
25098,0
25099,0
25100,0
25101,1
25102,1
25103,0
25104,0
25105,1
25106,0
25107,0
25108,1
25109,0
25110,0
25111,0
25112,1
25113,0
25114,1
25115,0
25116,1
25117,0
25118,1
25119,0
25120,1
25121,0
25122,1
25123,0
25124,0
25125,1
25126,1
25127,1
25128,0
25129,1
25130,0
25131,1
25132,1
25133,0
25134,1
25135,0
25136,0
25137,0
25138,1
25139,1
25140,0
25141,0
25142,0
25143,1
25144,0
25145,0
25146,0
25147,1
25148,1
25149,1
25150,0
25151,0
25152,1
25153,1
25154,1
25155,1
25156,0
25157,0
25158,0
25159,1
25160,1
25161,0
25162,1
25163,0
25164,0
25165,1
25166,0
25167,0
25168,1
25169,1
25170,1
25171,0
25172,0
25173,0
25174,1
25175,0
25176,1
25177,1
25178,0
25179,1
25180,0
25181,0
25182,0
25183,1
25184,0
25185,0
25186,0
25187,0
25188,1
25189,1
25190,0
25191,0
25192,1
25193,0
25194,1
25195,0
25196,1
25197,1
25198,0
25199,0
25200,0
25201,0
25202,0
25203,0
25204,1
25205,1
25206,0
25207,1
25208,0
25209,1
25210,0
25211,0
25212,1
25213,0
25214,1
25215,1
25216,0
25217,0
25218,0
25219,1
25220,0
25221,1
25222,1
25223,0
25224,0
25225,0
25226,1
25227,1
25228,1
25229,1
25230,0
25231,1
25232,1
25233,0
25234,0
25235,1
25236,1
25237,0
25238,0
25239,0
25240,1
25241,1
25242,0
25243,0
25244,0
25245,0
25246,1
25247,0
25248,0
25249,1
25250,0
25251,1
25252,0
25253,0
25254,0
25255,1
25256,1
25257,0
25258,0
25259,1
25260,0
25261,0
25262,1
25263,1
25264,0
25265,0
25266,0
25267,1
25268,1
25269,0
25270,1
25271,1
25272,1
25273,1
25274,0
25275,1
25276,1
25277,1
25278,0
25279,0
25280,0
25281,1
25282,1
25283,0
25284,0
25285,1
25286,0
25287,1
25288,1
25289,1
25290,0
25291,1
25292,1
25293,0
25294,0
25295,1
25296,1
25297,0
25298,0
25299,0
25300,0
25301,0
25302,1
25303,0
25304,1
25305,1
25306,1
25307,1
25308,1
25309,1
25310,1
25311,1
25312,0
25313,1
25314,0
25315,0
25316,1
25317,1
25318,1
25319,0
25320,0
25321,1
25322,0
25323,0
25324,1
25325,1
25326,0
25327,0
25328,1
25329,1
25330,0
25331,1
25332,1
25333,1
25334,1
25335,1
25336,1
25337,1
25338,0
25339,0
25340,0
25341,1
25342,1
25343,0
25344,1
25345,1
25346,0
25347,1
25348,0
25349,0
25350,0
25351,0
25352,1
25353,1
25354,0
25355,0
25356,0
25357,1
25358,0
25359,1
25360,0
25361,0
25362,0
25363,1
25364,1
25365,0
25366,0
25367,1
25368,0
25369,1
25370,1
25371,0
25372,1
25373,1
25374,0
25375,1
25376,0
25377,1
25378,0
25379,0
25380,0
25381,1
25382,0
25383,1
25384,0
25385,1
25386,0
25387,0
25388,1
25389,0
25390,0
25391,1
25392,0
25393,1
25394,0
25395,0
25396,1
25397,0
25398,0
25399,1
25400,1
25401,1
25402,1
25403,0
25404,1
25405,1
25406,0
25407,1
25408,1
25409,1
25410,1
25411,1
25412,1
25413,1
25414,0
25415,1
25416,0
25417,0
25418,0
25419,0
25420,0
25421,0
25422,1
25423,0
25424,0
25425,1
25426,1
25427,0
25428,1
25429,0
25430,0
25431,0
25432,0
25433,1
25434,0
25435,1
25436,0
25437,0
25438,0
25439,0
25440,1
25441,0
25442,0
25443,0
25444,0
25445,1
25446,1
25447,0
25448,0
25449,1
25450,0
25451,0
25452,1
25453,0
25454,0
25455,1
25456,0
25457,0
25458,1
25459,1
25460,0
25461,1
25462,1
25463,0
25464,1
25465,1
25466,0
25467,1
25468,0
25469,1
25470,0
25471,1
25472,1
25473,0
25474,1
25475,0
25476,0
25477,0
25478,1
25479,0
25480,0
25481,1
25482,0
25483,1
25484,1
25485,0
25486,0
25487,1
25488,1
25489,0
25490,0
25491,0
25492,0
25493,0
25494,1
25495,0
25496,0
25497,0
25498,1
25499,0
25500,1
25501,1
25502,1
25503,0
25504,0
25505,0
25506,1
25507,0
25508,1
25509,1
25510,0
25511,0
25512,1
25513,0
25514,0
25515,1
25516,1
25517,0
25518,1
25519,1
25520,1
25521,1
25522,1
25523,0
25524,0
25525,0
25526,1
25527,0
25528,1
25529,1
25530,1
25531,0
25532,0
25533,1
25534,1
25535,0
25536,0
25537,0
25538,0
25539,1
25540,1
25541,0
25542,0
25543,0
25544,1
25545,0
25546,0
25547,1
25548,1
25549,0
25550,1
25551,0
25552,0
25553,0
25554,0
25555,0
25556,1
25557,1
25558,1
25559,0
25560,1
25561,1
25562,1
25563,1
25564,0
25565,1
25566,0
25567,0
25568,0
25569,1
25570,0
25571,0
25572,0
25573,1
25574,0
25575,1
25576,0
25577,1
25578,1
25579,0
25580,1
25581,0
25582,0
25583,0
25584,0
25585,1
25586,1
25587,1
25588,1
25589,1
25590,1
25591,1
25592,1
25593,0
25594,0
25595,0
25596,0
25597,1
25598,1
25599,1
25600,1
25601,0
25602,0
25603,1
25604,1
25605,1
25606,0
25607,0
25608,1
25609,0
25610,1
25611,1
25612,0
25613,0
25614,0
25615,0
25616,0
25617,0
25618,0
25619,1
25620,0
25621,1
25622,0
25623,0
25624,0
25625,1
25626,0
25627,0
25628,0
25629,0
25630,1
25631,0
25632,0
25633,0
25634,1
25635,0
25636,1
25637,1
25638,0
25639,0
25640,1
25641,1
25642,0
25643,1
25644,1
25645,0
25646,1
25647,0
25648,1
25649,0
25650,1
25651,0
25652,1
25653,1
25654,0
25655,0
25656,0
25657,1
25658,1
25659,1
25660,0
25661,0
25662,1
25663,0
25664,0
25665,0
25666,0
25667,1
25668,1
25669,0
25670,0
25671,1
25672,1
25673,1
25674,0
25675,1
25676,1
25677,0
25678,0
25679,0
25680,1
25681,1
25682,0
25683,0
25684,0
25685,1
25686,1
25687,0
25688,0
25689,1
25690,0
25691,1
25692,1
25693,1
25694,0
25695,0
25696,1
25697,1
25698,0
25699,1
25700,1
25701,0
25702,1
25703,0
25704,1
25705,1
25706,1
25707,0
25708,1
25709,0
25710,0
25711,0
25712,1
25713,1
25714,0
25715,0
25716,0
25717,0
25718,1
25719,0
25720,1
25721,0
25722,1
25723,0
25724,1
25725,0
25726,1
25727,1
25728,0
25729,0
25730,1
25731,0
25732,1
25733,0
25734,1
25735,0
25736,0
25737,1
25738,0
25739,1
25740,0
25741,0
25742,1
25743,1
25744,1
25745,1
25746,0
25747,1
25748,0
25749,1
25750,1
25751,1
25752,1
25753,0
25754,1
25755,1
25756,1
25757,0
25758,1
25759,1
25760,0
25761,0
25762,0
25763,0
25764,1
25765,0
25766,0
25767,0
25768,1
25769,0
25770,1
25771,0
25772,0
25773,0
25774,0
25775,1
25776,0
25777,0
25778,1
25779,0
25780,0
25781,0
25782,0
25783,0
25784,1
25785,0
25786,0
25787,1
25788,1
25789,1
25790,0
25791,1
25792,0
25793,0
25794,0
25795,0
25796,1
25797,1
25798,0
25799,0
25800,0
25801,0
25802,1
25803,1
25804,0
25805,1
25806,1
25807,0
25808,0
25809,0
25810,0
25811,1
25812,0
25813,1
25814,1
25815,0
25816,0
25817,1
25818,0
25819,0
25820,1
25821,1
25822,0
25823,1
25824,0
25825,0
25826,0
25827,1
25828,1
25829,0
25830,0
25831,0
25832,1
25833,1
25834,1
25835,0
25836,0
25837,0
25838,1
25839,1
25840,1
25841,1
25842,0
25843,1
25844,0
25845,1
25846,1
25847,1
25848,1
25849,0
25850,1
25851,0
25852,0
25853,0
25854,1
25855,1
25856,1
25857,1
25858,1
25859,0
25860,1
25861,1
25862,0
25863,0
25864,0
25865,1
25866,0
25867,1
25868,1
25869,1
25870,0
25871,0
25872,0
25873,0
25874,0
25875,1
25876,0
25877,0
25878,0
25879,1
25880,1
25881,1
25882,1
25883,0
25884,1
25885,0
25886,1
25887,0
25888,0
25889,0
25890,0
25891,0
25892,1
25893,1
25894,0
25895,1
25896,1
25897,1
25898,0
25899,1
25900,1
25901,0
25902,1
25903,0
25904,0
25905,1
25906,1
25907,1
25908,0
25909,0
25910,0
25911,0
25912,0
25913,0
25914,1
25915,0
25916,1
25917,0
25918,0
25919,0
25920,1
25921,1
25922,1
25923,0
25924,0
25925,1
25926,0
25927,0
25928,1
25929,0
25930,1
25931,1
25932,1
25933,1
25934,1
25935,1
25936,0
25937,0
25938,1
25939,0
25940,0
25941,1
25942,0
25943,1
25944,0
25945,1
25946,1
25947,0
25948,0
25949,0
25950,0
25951,0
25952,1
25953,1
25954,1
25955,1
25956,0
25957,1
25958,1
25959,0
25960,1
25961,1
25962,0
25963,0
25964,0
25965,1
25966,0
25967,1
25968,1
25969,1
25970,0
25971,0
25972,1
25973,1
25974,1
25975,0
25976,0
25977,1
25978,1
25979,0
25980,0
25981,0
25982,0
25983,1
25984,1
25985,0
25986,0
25987,1
25988,1
25989,1
25990,0
25991,1
25992,0
25993,0
25994,1
25995,0
25996,0
25997,0
25998,0
25999,1
26000,0
26001,1
26002,0
26003,1
26004,0
26005,1
26006,0
26007,1
26008,1
26009,0
26010,0
26011,1
26012,1
26013,1
26014,1
26015,0
26016,0
26017,1
26018,1
26019,0
26020,0
26021,0
26022,1
26023,1
26024,0
26025,0
26026,1
26027,0
26028,0
26029,0
26030,0
26031,1
26032,1
26033,1
26034,0
26035,1
26036,0
26037,1
26038,0
26039,0
26040,1
26041,0
26042,0
26043,1
26044,0
26045,1
26046,1
26047,1
26048,0
26049,1
26050,0
26051,0
26052,0
26053,1
26054,0
26055,0
26056,1
26057,1
26058,1
26059,1
26060,0
26061,1
26062,1
26063,0
26064,0
26065,1
26066,1
26067,0
26068,1
26069,1
26070,0
26071,0
26072,1
26073,1
26074,0
26075,0
26076,0
26077,1
26078,1
26079,1
26080,1
26081,0
26082,1
26083,1
26084,0
26085,1
26086,1
26087,1
26088,0
26089,0
26090,1
26091,0
26092,1
26093,1
26094,1
26095,0
26096,1
26097,0
26098,0
26099,1
26100,0
26101,1
26102,0
26103,1
26104,1
26105,0
26106,0
26107,1
26108,1
26109,1
26110,0
26111,1
26112,0
26113,1
26114,0
26115,0
26116,0
26117,1
26118,0
26119,1
26120,0
26121,0
26122,1
26123,0
26124,1
26125,1
26126,1
26127,0
26128,0
26129,1
26130,1
26131,0
26132,1
26133,0
26134,1
26135,1
26136,0
26137,1
26138,0
26139,0
26140,1
26141,0
26142,1
26143,0
26144,0
26145,0
26146,1
26147,1
26148,1
26149,0
26150,0
26151,0
26152,0
26153,0
26154,0
26155,0
26156,0
26157,0
26158,1
26159,0
26160,0
26161,1
26162,0
26163,1
26164,1
26165,1
26166,0
26167,0
26168,1
26169,0
26170,0
26171,1
26172,0
26173,1
26174,0
26175,0
26176,0
26177,0
26178,1
26179,0
26180,0
26181,1
26182,0
26183,1
26184,1
26185,1
26186,1
26187,1
26188,1
26189,0
26190,0
26191,1
26192,0
26193,1
26194,0
26195,1
26196,1
26197,0
26198,0
26199,0
26200,0
26201,1
26202,0
26203,0
26204,1
26205,1
26206,0
26207,1
26208,0
26209,0
26210,0
26211,0
26212,0
26213,1
26214,1
26215,0
26216,1
26217,1
26218,1
26219,0
26220,1
26221,0
26222,1
26223,1
26224,1
26225,0
26226,1
26227,1
26228,0
26229,0
26230,1
26231,1
26232,0
26233,0
26234,0
26235,0
26236,1
26237,0
26238,0
26239,1
26240,1
26241,1
26242,0
26243,1
26244,0
26245,0
26246,1
26247,1
26248,0
26249,1
26250,1
26251,0
26252,0
26253,0
26254,1
26255,1
26256,0
26257,0
26258,0
26259,1
26260,1
26261,1
26262,0
26263,0
26264,1
26265,0
26266,0
26267,0
26268,0
26269,1
26270,0
26271,1
26272,1
26273,1
26274,0
26275,0
26276,1
26277,0
26278,0
26279,0
26280,1
26281,0
26282,0
26283,1
26284,0
26285,1
26286,1
26287,0
26288,1
26289,0
26290,1
26291,1
26292,1
26293,1
26294,0
26295,1
26296,0
26297,0
26298,0
26299,0
26300,1
26301,1
26302,0
26303,1
26304,1
26305,1
26306,0
26307,0
26308,1
26309,0
26310,1
26311,1
26312,0
26313,1
26314,1
26315,1
26316,0
26317,1
26318,0
26319,1
26320,0
26321,1
26322,1
26323,1
26324,1
26325,0
26326,0
26327,1
26328,1
26329,0
26330,1
26331,0
26332,1
26333,0
26334,0
26335,1
26336,0
26337,1
26338,1
26339,0
26340,1
26341,0
26342,0
26343,0
26344,1
26345,1
26346,0
26347,0
26348,0
26349,1
26350,0
26351,0
26352,0
26353,1
26354,1
26355,1
26356,1
26357,0
26358,1
26359,1
26360,0
26361,0
26362,1
26363,0
26364,0
26365,1
26366,1
26367,1
26368,1
26369,0
26370,1
26371,1
26372,1
26373,0
26374,0
26375,1
26376,0
26377,0
26378,0
26379,1
26380,0
26381,0
26382,0
26383,1
26384,1
26385,1
26386,0
26387,1
26388,1
26389,0
26390,0
26391,1
26392,0
26393,1
26394,1
26395,0
26396,1
26397,1
26398,1
26399,1
26400,1
26401,1
26402,0
26403,0
26404,0
26405,1
26406,1
26407,0
26408,1
26409,0
26410,1
26411,0
26412,0
26413,1
26414,0
26415,0
26416,1
26417,1
26418,0
26419,0
26420,0
26421,1
26422,0
26423,0
26424,1
26425,0
26426,1
26427,1
26428,1
26429,1
26430,1
26431,0
26432,1
26433,0
26434,1
26435,1
26436,1
26437,0
26438,1
26439,0
26440,0
26441,1
26442,1
26443,1
26444,1
26445,1
26446,0
26447,0
26448,0
26449,0
26450,0
26451,1
26452,0
26453,0
26454,0
26455,0
26456,0
26457,1
26458,0
26459,0
26460,1
26461,1
26462,0
26463,1
26464,0
26465,1
26466,1
26467,0
26468,0
26469,1
26470,1
26471,0
26472,1
26473,0
26474,1
26475,1
26476,0
26477,1
26478,0
26479,1
26480,0
26481,1
26482,0
26483,1
26484,1
26485,1
26486,1
26487,1
26488,1
26489,0
26490,1
26491,1
26492,0
26493,1
26494,1
26495,0
26496,1
26497,0
26498,0
26499,1
26500,1
26501,0
26502,0
26503,0
26504,0
26505,0
26506,1
26507,1
26508,1
26509,1
26510,0
26511,0
26512,1
26513,0
26514,1
26515,0
26516,1
26517,0
26518,1
26519,0
26520,1
26521,0
26522,0
26523,1
26524,0
26525,0
26526,1
26527,0
26528,0
26529,0
26530,1
26531,1
26532,1
26533,0
26534,1
26535,0
26536,1
26537,0
26538,0
26539,1
26540,0
26541,0
26542,0
26543,1
26544,0
26545,1
26546,1
26547,1
26548,1
26549,0
26550,0
26551,0
26552,0
26553,1
26554,1
26555,0
26556,1
26557,1
26558,0
26559,1
26560,0
26561,0
26562,1
26563,0
26564,1
26565,0
26566,1
26567,1
26568,1
26569,0
26570,0
26571,1
26572,0
26573,0
26574,1
26575,1
26576,1
26577,0
26578,0
26579,0
26580,1
26581,1
26582,1
26583,0
26584,0
26585,0
26586,0
26587,1
26588,1
26589,0
26590,1
26591,0
26592,0
26593,1
26594,1
26595,0
26596,1
26597,1
26598,1
26599,0
26600,0
26601,1
26602,1
26603,1
26604,0
26605,0
26606,0
26607,1
26608,1
26609,0
26610,0
26611,1
26612,1
26613,0
26614,0
26615,1
26616,0
26617,0
26618,0
26619,1
26620,1
26621,1
26622,1
26623,1
26624,1
26625,0
26626,0
26627,1
26628,1
26629,0
26630,0
26631,0
26632,1
26633,0
26634,1
26635,1
26636,0
26637,0
26638,1
26639,0
26640,1
26641,0
26642,0
26643,0
26644,1
26645,0
26646,1
26647,0
26648,1
26649,1
26650,1
26651,1
26652,1
26653,0
26654,0
26655,0
26656,1
26657,1
26658,0
26659,0
26660,1
26661,1
26662,0
26663,1
26664,1
26665,1
26666,1
26667,0
26668,1
